Title,Ease_Score,Download_Count,Index
Blood Brothers: A Medic's Sketch Book,73.9,134,8423
The Lively Poll: A Tale of the North Sea,76.7,61,23377
"Knowledge Is Power:
A View of the Productive Forces of Modern Society and the Results of Labor, Capital and Skill.",52.7,123,38367
Dick o' the Fens: A Tale of the Great East Swamp,87.9,104,21306
The Knights of Arthur,83,144,32004
Miss Billy's Decision,83.6,172,362
Common Sense in the Household: A Manual of Practical Housewifery,81.7,112,48804
"The Wit and Humor of America, Volume VI. (of X.)",78.4,105,19324
"The Life and Letters of Maria Edgeworth, Volume 2",73.8,103,9095
The Advanced-Guard,77.7,35,65895
"The Vegetable Garden: What, When, and How to Plant",65,269,43531
Joshua — Volume 3,69.5,50,5469
The Runaway Asteroid,75.2,104,11583
"Rollo at Play; Or, Safe Amusements",86.1,86,11140
Confessions of a Young Man,63.8,92,12278
"Black, White and Gray: A Story of Three Homes",87.2,56,23130
"Appletons' Popular Science Monthly, May 1899
Volume LV, No. 1, May 1899",54.9,56,44880
"Harper's Young People, June 8, 1880
An Illustrated Weekly",81.7,187,28984
Acoustics of auditoriums,63.1,62,70013
"Reincarnation and the Law of Karma
A Study of the Old-New World-Doctrine of Rebirth, and Spiritual Cause and Effect",47.6,163,26364
"The History of the Catnach Press
at Berwick-Upon-Tweed, Alnwick and Newcastle-Upon-Tyne, in Northumberland, and Seven Dials, London",66.8,132,43691
Greybeards at Play: Literature and Art for Old Gentlemen,79.4,92,14706
The Mystery at Camp Lenape,82.5,45,54826
The Rover's Secret: A Tale of the Pirate Cays and Lagoons of Cuba,52,73,21071
The Duke Decides,67.1,77,37413
"Crises in the History of the Papacy
A study of twenty famous popes whose careers and whose influence were important in the development of the church and in the history of the world",57.9,169,61779
"Balsamo, the magician; or, the memoirs of a physician",82.1,185,45822
"The Automobile Girls at Chicago; Or, Winning Out Against Heavy Odds",85,58,32437
"English Illustration 'The Sixties': 1855-70
With Numerous Illustrations by Ford Madox Brown: A. Boyd Houghton: Arthur Hughes: Charles Keene: M. J. Lawless: Lord Leighton, P.R.A.: Sir J. E. Millais, P.R.A.: G. Du Maurier: J. W. North, R.A.: G. J. Pinwell: Dante Gabriel Rossetti: W. Small: Frederick Sandys: J. Mcneill Whistler: Frederick Walker, A.R.A.: and Others",65.5,135,45426
"My Strange Rescue, and Other Stories of Sport and Adventure in Canada",72.9,163,51308
State of the Union Addresses (1790-2006),42.5,164,5050
Thyrza,83.5,101,4302
"Harper's Round Table, March 24, 1896",77.8,38,56589
Poems on Travel,68.7,82,39496
Moni the Goat-Boy,84.6,142,9383
The Boy Scouts of the Geological Survey,79.2,59,12945
Monsieur Bergeret in Paris,71.2,101,49414
"Futuria Fantasia, Summer 1939",73.4,147,41622
"Adela Cathcart, Volume 2",77.2,98,8929
"The Heptameron of Margaret, Queen of Navarre
A Linked Index to the Project Gutenberg Edition",76.9,702,28858
"Manners Makyth Man
Ship's Company, Part 12.",88.3,64,10572
When the West Was Young,74.5,130,29692
Mammals of Mount McKinley National Park,70.1,76,61433
A Practical Enquiry into the Philosophy of Education,45.2,61,27790
Quest's End,81.7,57,62580
In the Permanent Way,76.3,119,39832
A Miscellany of Men,66.1,233,2015
"The Aquarian Gospel of Jesus the Christ
The Philosophic and Practical Basis of the Religion of the Aquarian Age of the World and of The Church Universal",83.7,397,44073
"The Southern Literary Messenger, Vol. I., No. 4, December, 1834",59,58,53753
"The historians' history of the world in twenty-five volumes, volume 02 : $b Israel, India, Persia, Phoenicia, Minor Nations of Western Asia",55.1,98,52177
The biography of a baby,58.4,55,71734
True heroism,78.9,69,71600
Campaign of the Fourteenth Regiment New Jersey Volunteers,63.6,66,37550
"The Three Perils of Man; or, War, Women, and Witchcraft, Vol. 1 (of 3)",72.3,48,39776
The Young Man in Business,69.3,109,31494
The Lost Naval Papers,79.8,58,10474
The Japanese Spirit,50.6,452,34341
"Lectures on Land Warfare; A tactical Manual for the Use of Infantry Officers
An Examination of the Principles Which Underlie the Art of Warfare, with Illustrations of the Principles by Examples Taken from Military History, from the Battle of Thermopylae, B.C. 480, to the Battle of the Sambre, November 1-11, 1918",50.1,106,23473
"Socialism and Modern Science (Darwin, Spencer, Marx)",27.8,76,18397
Piper in the Woods,87.4,224,32832
Barriers Burned Away,78.7,48,6627
"Phemie Keller : $b a novel, vol. 1 of 3",72.6,69,71357
"The mythology of Greece and Rome, with special reference to its use in art",66.6,154,61901
"The Mirror of Literature, Amusement, and Instruction. Volume 13, No. 371, May 23, 1829",61.4,55,11487
"Punch, or the London Charivari, Volume 103, September 17, 1892",72.9,96,15332
Dotty Dimple at Play,81.9,51,10320
"A Probable Italian Source of Shakespeare's ""Julius Cæsar""",59,77,56256
"Adventures with the Connaught Rangers, 1809-1814",53.1,94,57936
"The Liberation of Italy, 1815-1870",62.4,132,14078
Children of the Dear Cotswolds,79.7,68,46548
A Traveler's Narrative Written to Illustrate the Episode of the Báb,57.8,100,19300
"John Leech's Pictures of Life and Character, Vol. 2 (of 3)
From the Collection of ""Mr. Punch""",79.7,319,50428
The woollen dress,73,56,71410
"The Star-Chamber: An Historical Romance, Volume 2",67.6,70,12397
Daffydowndilly and the Golden Touch,95.5,66,66372
Joan of Arc,77.4,104,45743
"Punch, or the London Charivari, Vol. 104, April 15, 1893",71.8,47,23604
Graham's Magazine Vol XXXIII No. 2 August 1848,64.3,169,29959
"Air Service Boys Over the Enemy's Lines; Or, The German Spy's Secret",78.6,80,31312
Interrupted,77.9,95,45537
"""Green Balls"" : The Adventures of a Night-Bomber",79.5,65,37392
Rollo's Philosophy [Fire],79.4,74,62726
The Oversight,82.5,97,64797
"Charles Sumner: his complete works, volume 16 (of 20)",58.3,82,50167
Cocke Lorelles Bote,48.9,50,60158
"The Cavaliers of Fortune; Or, British Heroes in Foreign Wars",55.5,77,59754
Fighting the Flames,74.6,78,23380
"Canadian Scenery, Volume 1 (of 2)",52.5,74,47690
"Henry James, Jr.",63.4,119,723
Isaac T. Hopper: A True Life,68.3,70,11859
"The Nest, The White Pagoda, The Suicide, A Forsaken Temple, Miss Jones and the Masterpiece",81.1,51,33519
Story of the Session of the California Legislature of 1909,56,153,2896
Reports on atrocities in the districts of Yalova and Guemlek and in the Ismid Peninsula : $b Presented to Parliament by command of His Majesty,57.8,45,73839
"A Classified Catalogue of Henry S. King & Co.'s Publications, November, 1873",61.2,31,58919
With Frederick the Great: A Story of the Seven Years' War,75.2,89,19714
"Punch, or the London Charivari, Vol. 109, August 24, 1895",71.8,59,46895
"That Marvel—The Movie
A Glance at Its Past, Its Promising Present and Its Significant Future",48.8,83,66368
"Memoirs of Sergeant Bourgogne, 1812-1813",76.7,120,59489
"In the Sargasso Sea
A Novel",59.4,104,9906
The Fiddlers; Drink in the Witness Box,73.8,62,53733
"History of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 5 (of 12)",58.5,128,17325
The Freelancer,75.5,56,50980
The Subjection of Women,42.9,2765,27083
"The Threefold Destiny (From ""Twice Told Tales"")",60.6,47,9220
A Story of the Golden Age,82.3,151,54214
"Curiosities of Great Britain: England and Wales Delineated Vol.1-11
Historical, Entertaining & Commercial; Alphabetically Arranged. 11 Volume set.",60.5,163,37519
"A Cigarette Clew; Or, ""Salted"" For a Million",83.8,65,66700
"The year of jubilee; but not to Africans
a discourse, delivered July 4th, 1825, being the 49th anniversary of American independence",58,38,66487
"The brother's return, and other stories",85.2,37,72110
"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Volume II, Arkansas Narratives, Part 1",94.3,305,11255
The Bears of Blue River,83.1,120,54915
The Three Eyes,72.9,97,34653
"Kerfol
1916",76,259,24350
Historic Towns of the Western States,56.9,132,41349
Some Forerunners of Italian Opera,55.3,64,19958
"Beacon Lights of History, Volume 13: Great Writers
Dr Lord's Uncompleted Plan, Supplemented with Essays by Emerson, Macaulay, Hedge, and Mercer Adam",54.5,123,10648
Project Gutenberg (1971-2005),62,76,27039
A Naval Venture: The War Story of an Armoured Cruiser,76,110,45960
Rippling Rhymes,80,82,22692
The Naval Pioneers of Australia,60.9,61,12992
Form and Function: A Contribution to the History of Animal Morphology,47.6,163,20426
Theodore Savage: A Story of the Past or the Future,63.5,95,65848
Junior Park Ranger Program: Montezuma Castle and Tuzigoot National Monuments,79.1,54,59950
Oranges and lemons,82.8,47,72741
Uther and Igraine,88.8,89,52139
Shorter Prose Pieces,52.1,133,2061
The Best Portraits in Engraving,57.6,103,22574
Esther,80.5,73,14409
"History of the War in South Africa 1899-1902 v. 1 (of 4)
Compiled by Direction of His Majesty's Government",61.8,127,28158
Evolution and creation,47.6,72,55172
The Light of Asia,73.1,375,8920
Johnny Longbow,84.5,74,43230
Samantha among the Brethren — Volume 3,84.7,56,9445
Education,69.4,126,62102
The Cutting of an Agate,49.1,130,33094
The History of Sir Richard Calmady: A Romance,71.8,119,23784
"Hilaire Belloc, the man and his work",57.1,81,27585
The Upas Tree: A Christmas Story for all the Year,83.4,179,16454
When a Man Comes to Himself,62.3,87,5078
Cum Grano Salis,75.6,59,25234
The Missourian,75.1,96,30623
"The Girl Scout's Triumph; or, Rosanna's Sacrifice",82.4,60,42029
"The Sonnets, Triumphs, and Other Poems of Petrarch",70.3,534,17650
"Her Letter, His Answer & Her Last Letter",72.1,57,34227
"Helon's Pilgrimage to Jerusalem, Volume 2 (of 2)
A picture of Judaism, in the century which preceded the advent of our Savior.",65.6,64,56891
"The Chinese Nightingale, and Other Poems",80.9,214,592
The Men of Boru,86.5,54,58883
The Servant in the House,87,56,11999
"The Mirror of Literature, Amusement, and Instruction. Volume 13 — Index to Volume 13",39.6,44,12017
A Source-Book of English Social History,69.3,90,54878
Stories Pictures Tell. Book 6,79.6,47,63199
The Logic of Hegel,46.6,358,55108
The unpleasantness at the Bellona Club,85.3,443,72855
"Life and Confession of Sophia Hamilton
Who was Tried, Condemned and Sentenced to be Hung, at Montreal, L. C. on the 4th of August, 1845, for the Perpetration of the Most Shocking Murders and Daring Robberies Perhaps Recorded in the Annals of Crime",53.1,49,55979
Sparky Ames of the Ferry Command,94.9,72,47793
The Motor Rangers' Wireless Station,80.9,79,50260
Your vote and how to use it,57.4,97,69959
The King's Men: A Tale of To-morrow,80.2,117,18960
Samantha among the Brethren — Volume 4,82.8,70,9446
Milton,58,141,21677
The Blood of the Conquerors,79.4,81,20888
"Biology and Its Makers
With Portraits and Other Illustrations",49.8,71,58867
"Punch, or the London Charivari, Volume 159, August 18th, 1920",71.3,112,16707
Captain John Smith,63.8,83,55475
"Notes on the Iroquois
or, Contributions to the Statistics, Aboriginal History, Antiquities and General Ethnology of Western New-York",67.7,89,50053
"A Voyage to New Holland, Etc. in the Year 1699",68.5,100,15675
The Servile State,49.8,243,64882
George Bernard Shaw: His Plays,68.4,157,68209
"U.S. Marine Operations in Korea, 1950-1953, Volume 5 (of 5)
Operations in West Korea",60.1,295,65011
Margaret Montfort,83.4,80,24828
Court Life From Within,64.3,70,60570
Georgian Poetry 1911-1912,78.9,141,9484
"A New Hochelagan Burying-ground Discovered at Westmount on the Western Spur of Mount Royal, Montreal, July-September, 1898",68,53,14590
"Something of Men I Have Known
With Some Papers of a General Nature, Political, Historical, and Retrospective",56,182,19745
Napoleon Bonaparte,70.5,79,3775
"Jogging round the world : $b Riders and drivers, with curious steeds or vehicles, in strange lands and at home",76,128,73081
"The Detection of Forgery
A Practical Handbook for the Use of Bankers, Solicitors, Magistrates' Clerks, and All Handling Suspected Documents",57,185,25532
"Merkland; or, Self Sacrifice",79.4,56,43811
A Bottle of Old Wine,82.4,102,30004
"Memoir, Correspondence, and Miscellanies, From the Papers of Thomas Jefferson, Volume 1",63.6,183,16781
British Butterflies: Figures and Descriptions of Every Native Species,65.3,60,33852
The White Ladies of Worcester: A Romance of the Twelfth Century,78.5,71,16368
Worrying Won't Win,64.7,51,33335
The Ignoble Savages,73.5,68,51413
A Satire Anthology,73.6,119,47528
The Training of a Forester,48.1,196,31367
"Larry Dexter, Reporter; Or, Strange Adventures in a Great City",83.4,56,60244
A Ryght Profytable Treatyse Compendiously Drawen Out Of Many and Dyvers Wrytynges Of Holy Men,78.2,63,16779
Lord Palmerston,63.8,80,55648
"Troublous Times in Canada
A History of the Fenian Raids of 1866 and 1870",59.2,74,19599
"The last spike, and other railroad stories",76.7,57,17572
"The Witchcraft Delusion in New England: Its Rise, Progress, and Termination (Vol. 3 of 3)",68.2,109,53412
Thinking as a Science,59.8,134,57243
When the birds fly south,75.3,69,71570
The Crimson Azaleas: A Novel,78,68,55709
"Stephen H. Branch's Alligator, Vol. 1 no. 11, July 3, 1858",72.8,60,54818
"Punch, or the London Charivari, Volume 159, July 7th, 1920",71.2,96,16684
"The Mahabharata of Krishna-Dwaipayana Vyasa Translated into English Prose 
Vana Parva, Part 1",67.7,869,11894
Native life in East Africa : $b the results of an ethnological research expedition,61,186,71496
"The Every-day Book and Table Book. v. 2 (of 3)
or Everlasting Calendar of Popular Amusements, Sports, Pastimes, Ceremonies, Manners, Customs and Events, Incident to Each of the Three Hundred and Sixty-five Days, in past and Present Times; Forming a Complete History of the Year, Month, and Seasons, and a Perpetual Key to the Almanac",64.1,205,53276
"The Uncollected Writings of Thomas de Quincey—Vol. 1
With a Preface and Annotations by James Hogg",49.1,132,18862
"Walter Crane's Painting Book
Containing twelve coloured and twelve outline full-page plates",49.1,103,50614
"Special Days and Their Observance
September 1919",68.7,79,46413
Cecilia of the Pink Roses,86.7,62,60099
Husks,69.6,56,48461
"Johnny Ludlow, Second Series",91.1,83,40928
"Mirk Abbey, Volume 2 (of 3)",75,49,47772
Diary of Samuel Pepys — Volume 30: August/September 1664,78.3,49,4150
Robin Linnet,78.5,73,57867
"Punch, or the London Charivari, Volume 152, May 16, 1917",70.5,185,15377
Twenty-Five Ghost Stories,77.7,682,53419
The Weight of the Crown,83.7,118,36511
The Red One,79.5,461,788
Love affairs of the Courts of Europe,59.1,59,12309
Two Men of Sandy Bar: A Drama,77.7,84,2570
The Power of Darkness,96.4,283,26661
Index of the Project Gutenberg Works of George William Foote,72.7,54,59610
There is a Reaper ...,83.2,87,29954
The invading asteroid,74.6,102,72854
Makers of Modern Medicine,51.3,85,35477
"The Irish Penny Journal, Vol. 1 No. 13, September 26, 1840",58.9,47,54232
The Journal of Submarine Commander von Forstner,58.5,132,30114
"Beaumont and Fletcher's Works, Vol. 08 of 10",88.5,214,35303
Recollections of the eventful life of a soldier,66.8,66,70866
Original Short Stories — Volume 09,79,165,3085
"The Eagle's Nest
Ten Lectures on the Relation of Natural Science to Art, Given Before the University of Oxford, in Lent Term, 1872",66.7,97,42917
"Reminiscencies of a Confederate soldier of Co. C, 2nd Va. Cavalry",86.3,40,49881
"Peggy Raymond's Vacation; Or, Friendly Terrace Transplanted",72.4,89,31507
The vertigo hook,86.5,43,72483
"Linda Lee, Incorporated: A Novel",69.7,90,36445
Foot-ball : $b its history for five centuries,54,159,74421
The Land of Joy,82.5,69,57497
A Nonsense Anthology,76.2,199,9380
The Rush for the Spoil (La Curée): A Realistic Novel,67.4,187,56590
Portraits of Children of the Mobility,58.6,110,44806
Secret Societies of the Middle Ages,58.1,219,38785
The Natural History of Clay,41.2,139,43297
"Chambers's Journal of Popular Literature, Science, and Art, No. 710
August 4, 1877",59.4,65,49387
"Glimpses of Bengal
Selected from the letters of Sir Rabindranath Tagore, 1885 to 1895",75,195,7951
Zephyrs,85.7,55,69365
"English Battles and Sieges in the Peninsula.
Extracted from his 'Peninsula War'.",49.9,82,63210
Hymnological Studies,64.3,77,53770
The Real Gladstone: An Anecdotal Biography,67.6,79,36240
Some Distinguished Victims of the Scaffold,69.2,141,52301
"The Journal of Prison Discipline and Philanthropy 1919 (New Series, No. 58)",47.3,39,55568
"The Review, Vol. 1, No. 7, July 1911",56.7,48,69732
"The Clyde Mystery
a Study in Forgeries and Folklore",69.4,87,20902
Mahatma Gandhi: The Man Who Became One With the Universal Being,62.7,153,61575
The 1990 United States Census,74.8,140,29
"Wigwam and war-path; or, The royal chief in chains",68.3,84,40938
The Prince of Wales and other famous Americans,47.8,108,70493
Abroad with the Jimmies,77.2,73,12184
The Way to Win,58.5,70,41129
The Lion's Share,75,120,14487
The call of the wild,77.5,6299,215
"Spectropia; or, Surprising Spectral Illusions
Showing Ghosts Everywhere, and of Any Colour",69.6,75,63842
"Cottage scenes during the cholera
being extracts from a diary written in July and August, 1832",71,58,67063
Lincoln and the Sleeping Sentinel: The True Story,78.8,68,48319
"The Christian Foundation, Or, Scientific and Religious Journal, Volume 1, January, 1880",69.2,91,26278
"U.S. Copyright Renewals: Artwork 1960-1964
Catalog of Copyright Entries",82.6,56,54299
"""Piracy"" : $b A romantic chronicle of these days",79.7,87,73774
Life in Canada,63.9,60,65750
Mark Seaworth,72.4,66,21477
A General Introduction to Psychoanalysis,55.2,2083,38219
The Blot on the Kaiser's 'Scutcheon,69.3,65,22821
Schools of Gaul in the last century of the Western Empire : $b A study of pagan and Christian education in the last century of the Western empire,62,120,71150
"Glimpses of King William IV. and Queen Adelaide
In Letters of the Late Miss Clitherow, of Boston House, Middlesex. With a Brief Account of Boston House and the Clitherow Family",78.7,52,35086
Bessbrook and Its Linen Mills: A Short Narrative of a Model Temperance Town,65.6,58,52864
A Boswell of Baghdad; With Diversions,67.3,78,20083
The Fire People,81.5,351,25780
"Freezing a Mother-in-Law; or, Suspended Animation: A farce in one act",85.8,35,41507
Rhymes of the Rookies: Sunny Side of Soldier Service,87.2,71,13886
"An ethical problem; or, Sidelights upon scientific experimentation on man and animals",48.5,84,20222
Zeta Exchange: A Terran Empire story,73.4,77,25748
"Some Account of the Public Life of the Late Lieutenant-General Sir George Prevost, Bart.
Particularly of His Services in the Canadas, Including a Reply to the Strictures on His Military Character, Contained in an Article in the Quarterly Review",42.5,63,37674
The peaceful atom,74.7,174,70047
Captain Cranberry : $b A Cape Cod comedy in three acts,87,52,71902
"Zoological Illustrations, Volume 1
or, Original Figures and Descriptions of New, Rare, or Interesting Animals",52.7,316,39471
Stories of the Nibelungen for Young People,77.1,109,35108
Plain Talks on Avoided Subjects,52.8,49,31671
"Voyage of the Paper Canoe
A Geographical Journey of 2500 miles, from Quebec to the Gulf of Mexico, during the years 1874-5.",65.2,85,32333
"Our sentimental journey through France and Italy
A new edition with Appendix",79.4,55,56438
"Historical Record of the Forty-sixth or South Devonshire Regiment of Foot
Containing an Account of the Formation of the Regiment in 1741 and of Its Subsequent Services to 1851",54.1,46,55087
Polly in the Southwest,79.3,95,67057
"A Plain and Literal Translation of the Arabian Nights Entertainments, Now Entituled the Book of the Thousand Nights and a Night, Volume 09 (of 17)",69.8,127,55587
"Narrative of the Life of Frederick Douglass, an American Slave",76.9,14837,23
"Trees, Shown to the Children",82.5,90,66670
On the Irrawaddy: A Story of the First Burmese War,74.5,84,21242
"The Strand Magazine, Vol. 07, Issue 39, March 1894
An Illustrated Monthly",81,47,47374
Santo Domingo: A Country with a Future,53.5,125,9813
"Motor Matt's Enemies; or, A Struggle for the Right
Motor Stories Thrilling Adventure Motor Fiction No. 22, July 24, 1909",82.4,33,50941
G. F. Watts,61.1,98,64074
"Birds, Illustrated by Color Photography, Vol. 1, No. 2
February, 1897",71.8,274,30626
Culinary Herbs: Their Cultivation Harvesting Curing and Uses,66.9,271,21414
The Stretton Street Affair,72,112,27147
Scott Burton in the Blue Ridge,90.8,46,61908
Ten Girls from Dickens,77.7,48,11126
A Hazard of New Fortunes — Volume 3,79.6,70,3368
At the Sign of the Jack O'Lantern,80.6,104,26673
"The Campaign of the Forty-fifth Regiment, Massachusetts Volunteer Militia
""The Cadet Regiment""",59.3,82,48303
"Ultima Thule; or, A Summer in Iceland. vol. 1/2",58.1,184,59584
"Wilson's Tales of the Borders and of Scotland, Volume 15",61.2,89,34152
Trails of the Pathfinders,63.2,61,53897
"Romantic Love and Personal Beauty
Their development, causal relations, historic and national peculiarities",51.1,357,60054
The Golf Course Mystery,83.7,145,1495
A Woman's Burden: A Novel,83.6,205,35240
"Flower Guide: Wild Flowers East of the Rockies
(Revised and with New Illustrations)",68.8,87,45676
Hospital transports : $b A memoir of the embarkation of the sick and wounded from the peninsula of Virginia in the summer of 1862,63.4,75,52122
"The Camp Fire Girls on the Open Road; Or, Glorify Work",79.9,71,36485
"Life and labor in the spirit world
Being a description of localities, employments, surroundings, and conditions in the spheres.",56.6,70,69716
The Deeds of God Through the Franks,59.1,199,4370
Personal reminiscences of Henry Irving,68.5,132,68779
For Gold or Soul? The Story of a Great Department Store,83.5,99,11166
"The Great Round World and What Is Going On In It, Vol. 2, No. 10, March 10, 1898
A Weekly Magazine for Boys and Girls",71.7,54,18663
The Storm,86.1,286,7991
A Campfire Girl's Happiness,91,58,31499
The Rowley Poems,79.6,95,13037
"The Poetical Works of Oliver Wendell Holmes — Volume 12
Verses from the Oldest Portfolio",78.4,73,7399
"The Standard Operaglass
Detailed Plots of One Hundred and Fifty-one Celebrated Operas",67.4,82,24647
The Valley of Gold: A Tale of the Saskatchewan,85.4,92,55645
"Letters of the Late Ignatius Sancho, an African
To Which Are Prefixed, Memoirs of His Life",66.4,389,66908
Hills of the Shatemuc,91.3,45,16918
Maiolica,48.6,74,57806
"Narrative of the Life of Moses Grandy, Late a Slave in the United States of America",75.3,84,15036
"The Memoirs of Charles-Lewis, Baron de Pollnitz, Volume II
Being the Observations He Made in His Late Travels from Prussia Thro' Germany, Italy, France, Flanders, Holland, England, &c. in Letters to His Friend. Discovering Not Only the Present State of the Chief Cities and Towns; but the Characters of the Principal Persons at the Several Courts.",63.3,80,38501
Subconscious Religion,67.3,60,37143
"The attitudes of animals in motion, illustrated with the zoopraxiscope",52.7,53,37743
Library Essays; Papers Related to the Work of Public Libraries,55.7,82,58241
"Peggy Stewart, Navy Girl, at Home",78.6,62,5729
God Hath Spoken,78.4,45,65258
Finding the Lost Treasure,81.3,103,43937
"Reminiscences of Prince Talleyrand, Volume 2 (of 2)",59.6,73,55995
Woodward's Country Homes,52.9,119,26354
Mr. Punch on Tour: The Humour of Travel at Home and Abroad,77.3,125,36177
Deadly Pollen,73.6,57,11522
"The Interpreters of Genesis and the Interpreters of Nature
Essay #4 from ""Science and Hebrew Tradition""",41.4,107,2630
"Pittsburgh Main Thoroughfares and the Down Town District
Improvements Necessary to Meet the City's Present and Future Needs",52.1,81,49972
Phoebe Daring: A Story for Young Folk,81.3,76,54529
A Boy's Workshop: With plans and designs for in-door and out-door work,72.9,101,50451
The Deeds Carillon and Carillon Park,61.8,59,65167
Two Thousand Miles Below,82.2,81,29965
"A Compilation of the Messages and Papers of the Presidents. Volume 2, part 3: Andrew Jackson, 1st term",33.6,188,10858
"Oregon, the Picturesque
A Book of Rambles in the Oregon Country and in the Wilds of Northern California",60.1,66,60359
"Fern Vale; or, the Queensland Squatter. Volume 2",60.5,41,51704
"On the Fourfold Root of the Principle of Sufficient Reason, and On the Will in Nature: Two Essays (revised edition)",55.1,643,50966
Ernest Maltravers — Volume 03,65,41,7642
"The Life of John Marshall, Volume 2: Politician, diplomatist, statesman, 1789-1801",62.2,66,40389
"Flint's Letters from America, 1818-1820",57.6,153,74346
"Fragments of Science: A Series of Detached Essays, Addresses, and Reviews. V. 1-2",56.1,220,24527
The Water-Colours of J. M. W. Turner,55.7,84,63798
Departmental ditties and Ballads and Barrack-room ballads,81.4,254,7846
"Notes and Queries, Number 55, November 16, 1850",69.3,83,15216
"The Numerical Strength of the Confederate Army
An examination of the argument of the Hon. Charles Francis Adams and others",55,44,34334
Comparative geography,52.1,69,73615
"Central-Station Electric Lighting
With Notes on the Methods Used for the Distribution of Electricity",61.1,46,61219
Heart of the West,81.4,174,1725
Forest Trees and Forest Scenery,62.9,63,66356
"The Works of Robert G. Ingersoll, Vol. 07 (of 12)
Dresden Edition—Discussions",68.9,129,38807
Stories of Red Hanrahan,67.3,169,5793
"A Course of Mechanical, Magnetical, Optical, Hydrostatical and Pneumatical Experiments
perform'd by Francis Hauksbee, and the Explanatory Lectures read by William Whiston, M.A.",54.9,69,44019
"Beaver: An Alphabet of Typical Specimens
Together with Notes and a Terminal Essay on the Manners and Customs of Beavering Men",63.9,112,50147
"Meteorology; or, Weather Explained",66.4,129,38928
"Encyclopaedia Britannica, 11th Edition, ""Chitral"" to ""Cincinnati""
Volume 6, Slice 3",57.7,935,31447
"The Fly Leaf, No. 2, Vol. 1, January 1896
A Pamphlet Periodical of the New—the New Man, New Woman, New Ideas, Whimsies and Things",65.3,35,62430
"A Hand-book to the Primates,  Volume 1 (of 2)",69.9,60,43991
Pelle the Conqueror — Complete,80.8,188,7795
The Plain Man and His Wife,72.5,113,13449
The Rapin,81.8,57,54483
Women of the Classics,75,100,53487
The Art of Cookery Made Easy and Refined,79.6,209,41352
"The American Bee-Keeper, Vol. II, Number 3, March, 1892",74.3,58,58191
"The Poetry of Architecture
Or, the Architecture of the Nations of Europe Considered in its Association with Natural Scenery and National Character",42,213,17774
"History of the United States of America, Volume 2 (of 9) : $b During the first administration of Thomas Jefferson",57,111,72499
"In the Amazon Jungle
Adventures in Remote Parts of the Upper Amazon River, Including a Sojourn Among Cannibal Indians",64,89,14898
"The Continental Classics, Volume XVIII., Mystery Tales
Including Stories by Feodor Mikhailovitch Dostoyevsky, Jörgen Wilhelm
Bergsöe and Bernhard Severin Ingemann",81.5,64,12144
"The Radio Boys Under the Sea; or, The Hunt for Sunken Treasure",79.7,37,45146
"As Others Saw Him: A Retrospect, A.D. 54",73.6,93,48974
Reels and Spindles: A Story of Mill Life,83.2,76,27613
A Girl of Virginia,80.7,77,54439
"The Aesop for Children
With pictures by Milo Winter",88.8,2927,19994
The Admiral: A Romance of Nelson in the Year of the Nile,70.9,87,47944
"Robert Helmont: Diary of a Recluse, 1870-1871",77.7,54,51235
"The Atlantic Monthly, Volume 01, No. 07, May, 1858
A Magazine of Literature, Art, and Politics",64.1,51,12374
Curious Church Customs and Cognate Subjects,63.6,80,38182
Our Old Home: A Series of English Sketches,50.1,214,8090
Post-Augustan Poetry From Seneca to Juvenal,68.9,81,9303
Ghetto Comedies,74.5,125,28982
Memoirs of Napoleon Bonaparte — Complete,65.5,1264,3567
"Harper's Round Table, May 28, 1895",80.5,53,32976
The George Sand-Gustave Flaubert Letters,80.3,145,5115
"Blackwood's Edinburgh Magazine, Volume 66, No. 410, December 1849",64.8,75,47418
Delia Blanchflower,74.1,110,9665
Myths and Legends of the Sioux,85.8,676,341
Greener Than You Think,61.1,588,24246
Lorelei of the Red Mist,95.1,166,63917
The Case of the Golden Bullet,81.3,90,1836
"The Athelings; or, the Three Gifts. Vol. 3/3",64.5,37,55121
The Ragged Trousered Philanthropists,73.7,437,3608
Arsène Lupin,85.3,415,4014
Marooned in the Forest: The Story of a Primitive Fight for Life,63.8,70,61427
The Adventures of Bobby Orde,83,75,25506
Killarney,63.3,72,45144
The G-man's son at Porpoise Island,81.1,102,71459
"The American Language
A Preliminary Inquiry into the Development of English in the United States",62.9,785,43376
"A Chronicle History of the Life and Work of William Shakespeare
Player, Poet, and Playmaker",71.5,81,46756
The Celtic Christianity of Cornwall: Divers Sketches and Studies,59.8,93,53985
The Fireless Locomotive,53.9,97,64856
"The American Missionary — Volume 43, No. 11, November, 1889",76.3,52,15914
"How the Nations Waged War
A companion volume to ""How the War Began""",52.6,57,56360
The Carved Lions,80.6,116,39549
The Manhattaners: A Story of the Hour,71.2,42,64467
From Midshipman to Field Marshal,63.8,80,61812
"Memoirs of the Lady Hester Stanhope, as related by herself in conversations with her physician, vol. 3 (of 3)",65.9,134,72167
"Normandy: The Scenery & Romance of Its Ancient Towns, Part 3",57.6,88,8595
The blonde from Barsoom,73.9,107,72149
Keeping His Course,83.6,49,62027
"The Magic of the Horse-shoe, with other folk-lore notes",64.6,304,57411
